# Time-averaged data for fix rg
# TimeStep c_rg
351000 2.99505
352000 2.87414
353000 2.51724
354000 2.21552
355000 2.30425
356000 3.35321
357000 2.63422
358000 2.51958
359000 2.38305
360000 2.38883
361000 2.7304
362000 2.46842
363000 1.92144
364000 2.50456
365000 2.81989
366000 2.70838
367000 2.68739
368000 2.7096
369000 2.69589
370000 2.91075
371000 3.25918
372000 2.65942
373000 2.49732
374000 2.93893
375000 2.64014
376000 2.46353
377000 2.5906
378000 2.86305
379000 2.95953
380000 2.72864
381000 2.64665
382000 3.16724
383000 3.02617
384000 2.65724
385000 2.65411
386000 2.32759
387000 2.41241
388000 2.63067
389000 2.84828
390000 2.70158
391000 2.94407
392000 3.01602
393000 3.03878
394000 2.93011
395000 2.96086
396000 2.64119
397000 2.74869
398000 3.05751
399000 2.64475
400000 2.18815
401000 2.41129
402000 2.84539
403000 2.90055
404000 2.98352
405000 2.78476
406000 3.13302
407000 2.6192
408000 2.88589
409000 2.9171
410000 2.49708
411000 2.77933
412000 3.23538
413000 2.98751
414000 3.29437
415000 3.41214
416000 3.1466
417000 2.99912
418000 2.61111
419000 2.14161
420000 3.22588
421000 3.01272
422000 2.56486
423000 2.18161
424000 2.86224
425000 3.30859
426000 3.12862
427000 2.73978
428000 2.96499
429000 3.06186
430000 2.35953
431000 2.91365
432000 2.69511
433000 2.60853
434000 2.77501
435000 3.27657
436000 3.266
437000 2.81827
438000 3.17108
439000 3.18036
440000 2.784
441000 2.35365
442000 2.50203
443000 2.75941
444000 2.95214
445000 2.87144
446000 2.91066
447000 3.4698
448000 3.50412
449000 3.2683
450000 3.2724
451000 3.24309
452000 3.23954
453000 2.68932
454000 2.92204
455000 3.01444
456000 2.82747
457000 3.08877
458000 2.85459
459000 2.55368
460000 2.36935
461000 2.74608
462000 3.26812
463000 2.80072
464000 2.45162
465000 2.71165
466000 2.89318
467000 2.88584
468000 2.88777
469000 2.57818
470000 2.68043
471000 2.98875
472000 2.89395
473000 2.68926
474000 2.64739
475000 3.17665
476000 2.98343
477000 3.3614
478000 3.2094
479000 3.00166
480000 3.63354
481000 3.22854
482000 2.82211
483000 2.40442
484000 2.5166
485000 2.69191
486000 2.97442
487000 2.83664
488000 2.89792
489000 3.44612
490000 3.27473
491000 2.7342
492000 2.66572
493000 2.92765
494000 2.9657
495000 2.53101
496000 2.20992
497000 2.4553
498000 2.89572
499000 3.67855
500000 3.18742
501000 2.48549
502000 2.47653
503000 1.99921
504000 2.69153
505000 2.58986
506000 2.75872
507000 2.78068
508000 2.9929
509000 2.86368
510000 2.83964
511000 3.10953
512000 2.97556
513000 2.98642
514000 2.86391
515000 2.41409
516000 2.66242
517000 2.27999
518000 2.74738
519000 2.30597
520000 2.31122
521000 2.54644
522000 2.64982
523000 3.05955
524000 3.16066
525000 2.96766
526000 2.64277
527000 2.52956
528000 2.2491
529000 2.01496
530000 2.89565
531000 2.49581
532000 2.33076
533000 2.22898
534000 2.13855
535000 2.42314
536000 2.03401
537000 2.38687
538000 2.50345
539000 2.75711
540000 2.25901
541000 2.30695
542000 2.42555
543000 2.41773
544000 2.19057
545000 1.88955
546000 2.05618
547000 2.17542
548000 2.77673
549000 3.21732
550000 3.06837
551000 3.1205
552000 3.53532
553000 3.3919
554000 3.3294
555000 2.65515
556000 2.46392
557000 2.56225
558000 2.66586
559000 2.64542
560000 2.66589
561000 2.57043
562000 2.32648
563000 2.32258
564000 2.27015
565000 2.32432
566000 2.37296
567000 2.57361
568000 2.2619
569000 2.61421
570000 2.78214
571000 2.76412
572000 2.2429
573000 2.23731
574000 2.35137
575000 2.48769
576000 2.2088
577000 2.39615
578000 2.55804
579000 2.67647
580000 2.91374
581000 2.89153
582000 2.77958
583000 2.71079
584000 2.97759
585000 2.29682
586000 2.08766
587000 2.34418
588000 2.14054
589000 2.33918
590000 2.46791
591000 2.57927
592000 2.21174
593000 2.54216
594000 3.04693
595000 2.32395
596000 2.55525
597000 2.35033
598000 2.27131
599000 2.56865
600000 2.52886
601000 2.8778
602000 2.54078
603000 2.73627
604000 3.01018
605000 3.15629
606000 2.9414
607000 2.97693
608000 2.51922
609000 2.28184
610000 2.01892
611000 2.14127
612000 2.10652
613000 2.24624
614000 2.4911
615000 2.26572
616000 1.99024
617000 2.60358
618000 3.00442
619000 2.74454
620000 2.72856
621000 3.34291
622000 2.80441
623000 2.84137
624000 2.4025
625000 2.51909
626000 2.36886
627000 2.46575
628000 2.79189
629000 3.10302
630000 2.96341
631000 2.83673
632000 3.13345
633000 2.49191
634000 2.09387
635000 2.20135
636000 2.10015
637000 2.57958
638000 3.19521
639000 3.05742
640000 2.6344
641000 2.57335
642000 2.15555
643000 2.38802
644000 2.43797
645000 2.43984
646000 2.52835
647000 2.93949
648000 3.34252
649000 3.12326
650000 3.41654
651000 3.14629
652000 2.757
653000 2.40121
654000 2.47407
655000 2.14961
656000 2.57362
657000 2.61495
658000 2.72057
659000 2.90069
660000 3.31645
661000 3.03045
662000 2.83298
663000 3.10182
664000 2.61723
665000 2.36994
666000 2.27416
667000 2.35038
668000 2.21149
669000 2.44127
670000 3.39993
671000 3.18007
672000 2.99264
673000 2.58508
674000 2.47549
675000 2.33429
676000 2.35107
677000 2.10808
678000 1.99493
679000 2.28708
680000 2.23408
681000 2.0753
682000 2.38196
683000 2.11465
684000 2.52665
685000 2.93202
686000 3.009
687000 3.21992
688000 2.79953
689000 2.57652
690000 2.77972
691000 2.37612
692000 2.10637
693000 1.98555
694000 2.10534
695000 2.32794
696000 2.50294
697000 2.606
698000 2.69435
699000 2.97124
700000 2.99642
701000 2.73227
702000 2.81747
703000 2.28927
704000 2.14231
705000 2.25607
706000 1.98453
707000 2.15005
708000 1.98165
709000 1.90888
710000 2.48278
711000 2.54568
712000 2.63436
713000 2.88976
714000 3.21695
715000 3.10274
716000 2.80239
717000 2.98117
718000 2.62701
719000 2.34264
720000 2.29233
721000 1.80045
722000 1.78063
723000 2.08335
724000 1.92627
725000 2.20551
726000 2.19107
727000 2.02668
728000 2.37995
729000 3.1661
730000 3.42477
731000 2.73775
732000 2.49932
733000 2.56586
734000 2.45245
735000 2.12132
736000 1.88585
737000 2.02714
738000 1.92986
739000 2.3011
740000 2.29473
741000 2.27556
742000 2.14397
743000 2.21905
744000 2.73223
745000 3.13138
746000 2.89678
747000 2.46452
748000 3.20005
749000 3.27143
750000 2.49069
751000 2.42606
752000 2.3828
753000 2.78573
754000 2.23681
755000 1.79076
756000 1.81743
757000 2.14753
758000 2.05374
759000 2.38574
760000 3.25593
761000 3.36648
762000 3.38821
763000 3.53788
764000 3.07942
765000 2.755
766000 2.46068
767000 2.26511
768000 2.15049
769000 2.14644
770000 2.49421
771000 1.90782
772000 2.15164
773000 2.3041
774000 3.29338
775000 4.19401
776000 3.79652
777000 4.00658
778000 3.65574
779000 2.85525
780000 1.94012
781000 2.06202
782000 1.97346
783000 1.86189
784000 2.24454
785000 2.89687
786000 3.177
787000 3.36947
788000 3.6043
789000 3.56588
790000 3.34118
791000 2.74315
792000 2.4442
793000 2.32096
794000 2.15081
795000 2.01553
796000 2.22342
797000 2.07865
798000 2.54131
799000 3.1224
800000 3.37753
801000 3.17156
802000 3.06245
803000 3.12217
804000 3.25087
805000 2.54396
806000 1.94359
807000 1.92552
808000 2.04926
809000 2.30204
810000 3.10678
811000 3.31921
812000 3.75171
813000 3.5342
814000 3.22901
815000 3.24233
816000 2.8599
817000 2.14944
818000 1.86088
819000 2.50387
820000 2.63962
821000 2.4216
822000 2.65677
823000 2.78827
824000 2.86519
825000 2.9193
826000 2.38793
827000 2.64234
828000 2.97006
829000 3.32852
830000 3.49144
831000 3.1587
832000 3.1315
833000 3.45828
834000 3.11753
835000 2.60446
836000 2.38361
837000 2.34656
838000 2.61511
839000 2.40624
840000 2.09419
841000 2.24227
842000 1.97774
843000 2.62665
844000 3.17749
845000 3.08808
846000 2.64122
847000 2.66646
848000 2.57505
849000 2.74869
850000 2.64862
851000 3.16941
852000 3.46769
853000 3.31985
854000 2.65002
855000 2.86917
856000 3.41569
857000 3.50104
858000 2.96157
859000 2.86533
860000 3.00732
861000 2.87022
862000 2.74274
863000 2.61361
864000 3.07468
865000 3.57775
866000 3.84612
867000 3.56868
868000 2.94954
869000 3.54081
870000 3.2271
871000 2.61339
872000 2.75178
873000 2.83284
874000 3.00778
875000 2.4876
876000 2.43743
877000 2.43743
878000 2.88801
879000 2.62572
880000 3.00028
881000 3.132
882000 2.93923
883000 2.97134
884000 2.81381
885000 2.47103
886000 1.97108
887000 1.99062
888000 2.11311
889000 1.83357
890000 2.02487
891000 2.50248
892000 2.75347
893000 2.93925
894000 2.99418
895000 2.63372
896000 2.91108
897000 3.09565
898000 2.86729
899000 2.17945
900000 2.09733
901000 2.07735
902000 2.38562
903000 3.15533
904000 3.29577
905000 2.71513
906000 2.75657
907000 3.20919
908000 2.71154
909000 2.07893
910000 2.05481
911000 2.34133
912000 2.19044
913000 2.07334
914000 2.24904
915000 2.21548
916000 2.33716
917000 2.59253
918000 2.64082
919000 2.77876
920000 2.79664
921000 2.80905
922000 2.745
923000 3.17955
924000 3.03872
925000 3.00159
926000 2.30299
927000 1.7564
928000 2.0707
929000 2.25614
930000 2.51042
931000 2.17972
932000 2.20229
933000 2.4016
934000 2.577
935000 2.76824
936000 2.76184
937000 2.27758
938000 2.53653
939000 2.24476
940000 2.26107
941000 2.24334
942000 2.23399
943000 2.18855
944000 2.20371
945000 2.90752
946000 2.63384
947000 2.18674
948000 1.99803
949000 2.22778
950000 2.22003
951000 2.06602
952000 2.3854
953000 2.219
954000 3.00042
955000 2.95457
956000 2.35192
957000 2.5414
958000 2.5021
959000 2.26101
960000 2.09507
961000 2.19761
962000 3.15154
963000 3.45524
964000 2.89245
965000 2.15216
966000 2.23399
967000 2.60902
968000 2.63063
969000 2.74262
970000 3.20262
971000 3.22799
972000 2.96956
973000 2.15609
974000 2.1938
975000 2.1813
976000 2.18421
977000 2.00262
978000 1.83535
979000 2.20038
980000 2.28911
981000 2.35964
982000 2.41769
983000 2.79091
984000 2.97551
985000 2.60265
986000 1.98734
987000 2.05654
988000 2.04096
989000 2.05126
990000 2.39973
991000 2.63839
992000 3.00403
993000 3.15478
994000 3.0884
995000 2.81263
996000 2.41134
997000 2.73783
998000 2.64411
999000 2.21289
1000000 1.91227
