# Time-averaged data for fix rg
# TimeStep c_rg
168000 4.95329
169000 4.86949
170000 5.08768
171000 5.06075
172000 4.94345
173000 4.86157
174000 4.94434
175000 4.64577
176000 4.72144
177000 4.62839
178000 4.85056
179000 4.96451
180000 5.06155
181000 5.09155
182000 5.042
183000 5.15981
184000 5.09967
185000 5.15632
186000 5.09064
187000 5.05538
188000 5.06105
189000 4.97141
190000 5.08827
191000 5.25884
192000 5.17385
193000 4.90309
194000 4.51393
195000 4.65783
196000 4.65632
197000 4.88413
198000 4.81144
199000 4.94529
200000 5.16283
201000 5.27094
202000 4.92577
203000 4.59341
204000 4.76608
205000 4.99027
206000 4.94964
207000 5.07816
208000 5.10815
209000 4.83002
210000 4.54536
211000 4.75034
212000 4.96262
213000 4.81684
214000 4.84583
215000 4.94428
216000 4.81364
217000 4.94972
218000 5.29551
219000 5.06901
220000 4.91345
221000 5.17827
222000 5.04262
223000 4.99947
224000 5.03417
225000 5.00749
226000 4.94959
227000 4.94248
228000 4.99296
229000 5.05689
230000 4.85709
231000 5.13235
232000 5.13262
233000 5.20563
234000 5.14998
235000 5.21726
236000 5.04101
237000 5.05022
238000 4.82029
239000 4.99081
240000 4.74781
241000 5.09234
242000 5.09282
243000 5.05709
244000 4.99683
245000 4.95015
246000 4.90492
247000 4.74016
248000 4.92238
249000 4.84162
250000 4.78978
251000 4.8382
252000 4.79474
253000 4.81012
254000 4.87741
255000 4.96158
256000 5.03129
257000 4.96752
258000 5.10132
259000 5.11765
260000 5.17992
261000 4.96956
262000 4.86282
263000 4.84915
264000 5.10149
265000 5.01748
266000 5.17992
267000 4.80187
268000 5.05358
269000 5.29439
270000 5.17382
271000 4.97885
272000 5.15608
273000 5.09232
274000 5.11825
275000 5.03924
276000 5.16169
277000 4.75751
278000 4.75503
279000 5.04202
280000 5.02754
281000 4.77915
282000 4.71437
283000 4.90644
284000 4.97803
285000 4.74592
286000 4.6958
287000 5.0626
288000 5.22548
289000 5.16464
290000 5.06105
291000 5.00117
292000 4.88248
293000 4.87282
294000 5.01923
295000 5.07335
296000 5.33288
297000 4.86869
298000 4.86458
299000 4.82109
300000 4.78863
301000 5.04178
302000 5.06448
303000 4.90367
304000 4.80809
305000 4.55093
306000 4.28225
307000 4.57319
308000 4.99925
309000 4.73196
310000 4.86518
311000 4.60492
312000 4.57634
313000 4.79564
314000 5.0827
315000 5.03425
316000 5.18338
317000 4.98535
318000 5.18091
319000 5.15946
320000 4.98043
321000 4.91169
322000 5.18552
323000 5.02778
324000 5.12732
325000 5.09871
326000 4.91828
327000 4.88352
328000 4.90508
329000 4.65136
330000 4.95711
331000 4.88354
332000 4.64942
333000 4.74519
334000 4.81045
335000 4.76158
336000 4.56759
337000 4.67418
338000 4.80469
339000 5.06916
340000 5.30946
341000 5.17473
342000 5.12216
343000 5.12516
344000 4.91397
345000 4.85558
346000 4.42658
347000 4.52559
348000 4.48287
349000 4.71321
350000 4.93835
351000 4.7972
352000 4.97391
353000 4.67455
354000 4.72175
355000 4.74984
356000 4.85336
357000 4.8957
358000 5.18544
359000 5.07922
360000 4.85505
361000 4.76643
362000 4.69397
363000 4.64041
364000 4.75874
365000 4.7377
366000 4.86943
367000 4.83772
368000 5.03471
369000 5.11975
370000 5.05018
371000 5.02468
372000 4.97974
373000 4.91193
374000 4.9135
375000 5.03249
376000 4.92524
377000 4.93057
378000 5.04754
379000 5.2065
380000 4.89163
381000 5.04631
382000 5.07383
383000 4.76929
384000 4.57737
385000 4.63186
386000 4.72702
387000 4.57095
388000 4.83116
389000 4.51608
390000 4.87581
391000 4.84412
392000 5.31919
393000 5.15557
394000 5.0428
395000 5.18499
396000 5.01275
397000 5.21944
398000 5.12632
399000 5.03536
400000 4.97425
401000 4.85022
402000 4.89895
403000 4.71965
404000 5.05205
405000 5.11671
406000 5.34529
407000 5.21515
408000 5.00212
409000 5.03231
410000 5.18656
411000 5.15541
412000 4.85957
413000 4.88749
414000 4.99513
415000 5.10206
416000 4.45924
417000 4.42174
418000 4.65735
419000 4.54855
420000 4.63848
421000 4.76372
422000 4.89487
423000 5.07384
424000 5.13051
425000 5.10914
426000 4.91321
427000 5.17671
428000 5.06029
429000 5.27969
430000 4.95602
431000 4.95943
432000 4.89652
433000 4.90957
434000 4.64366
435000 4.73752
436000 4.69449
437000 4.8671
438000 5.09527
439000 4.76829
440000 4.92064
441000 5.15999
442000 5.00653
443000 4.86228
444000 4.76406
445000 4.65038
446000 4.59709
447000 4.7064
448000 4.90793
449000 4.85893
450000 5.10788
451000 5.149
452000 4.92651
453000 5.1321
454000 4.94066
455000 4.99781
456000 4.92885
457000 4.79483
458000 4.78132
459000 4.99408
460000 5.12906
461000 5.2092
462000 4.88821
463000 4.87683
464000 4.93085
465000 4.81914
466000 4.63793
467000 4.64955
468000 4.95043
469000 4.54379
470000 4.48195
471000 4.85505
472000 4.97533
473000 4.98662
474000 5.08999
475000 4.97103
476000 5.08761
477000 5.07548
478000 5.01747
479000 4.98474
480000 4.98298
481000 4.9018
482000 4.78377
483000 4.64222
484000 5.02084
485000 5.06917
486000 4.81682
487000 4.79176
488000 4.74122
489000 4.7427
490000 4.56319
491000 4.39061
492000 4.72908
493000 5.0712
494000 5.14152
495000 4.9827
496000 4.84131
497000 4.70262
498000 4.99464
499000 4.98969
500000 4.96711
501000 4.80069
502000 4.81741
503000 4.93679
504000 4.65059
505000 4.85988
506000 4.85726
507000 4.7314
508000 5.13422
509000 5.28416
510000 5.03839
511000 4.89134
512000 5.04017
513000 4.98469
514000 5.26454
515000 5.39775
516000 5.29761
517000 5.05283
518000 4.76232
519000 4.92561
520000 4.60376
521000 4.52114
522000 4.67712
523000 4.78204
524000 4.94878
525000 5.17032
526000 4.95008
527000 4.93673
528000 4.85102
529000 4.91203
530000 4.6658
531000 4.76262
532000 4.66393
533000 4.55675
534000 4.8832
535000 5.06815
536000 5.02846
537000 4.79327
538000 4.76887
539000 4.70272
540000 4.7347
541000 4.83151
542000 4.85613
543000 4.86428
544000 4.9307
545000 4.89914
546000 4.98574
547000 5.15692
548000 5.04591
549000 5.00081
550000 4.93235
551000 4.94875
552000 5.11542
553000 5.09266
554000 5.0723
555000 5.194
556000 5.10123
557000 4.99249
558000 4.89934
559000 5.04808
560000 4.90868
561000 4.86225
562000 4.8104
563000 4.98097
564000 5.12279
565000 5.07809
566000 4.81806
567000 5.04763
568000 4.89958
569000 5.11796
570000 5.02094
571000 4.89636
572000 5.17454
573000 4.80057
574000 4.53244
575000 4.48803
576000 4.81689
577000 4.73079
578000 4.86794
579000 5.20399
580000 4.90747
581000 4.95872
582000 5.15927
583000 4.92337
584000 5.05422
585000 5.07522
586000 5.04958
587000 5.04014
588000 5.16983
589000 4.98923
590000 4.89167
591000 4.83545
592000 4.93581
593000 4.90528
594000 4.70965
595000 4.60145
596000 4.76769
597000 4.52533
598000 4.92116
599000 4.69048
600000 4.77517
601000 5.09865
602000 5.20538
603000 5.17017
604000 4.98924
605000 4.90414
606000 4.87548
607000 4.93515
608000 4.7613
609000 4.72811
610000 4.67442
611000 5.03786
612000 5.08554
613000 5.20172
614000 5.00809
615000 5.00731
616000 5.07507
617000 4.91616
618000 5.04592
619000 4.89234
620000 4.96646
621000 5.06085
622000 5.07322
623000 4.84738
624000 4.8007
625000 4.83529
626000 5.0492
627000 5.00767
628000 5.01613
629000 4.98541
630000 5.29085
631000 5.20906
632000 5.10587
633000 4.90037
634000 4.97776
635000 4.85005
636000 4.99339
637000 4.98399
638000 4.94299
639000 5.17454
640000 5.08259
641000 4.83889
642000 5.00456
643000 4.96655
644000 5.11763
645000 5.08712
646000 4.88174
647000 5.03834
648000 4.98053
649000 4.79945
650000 4.87285
651000 4.99643
652000 4.83809
653000 4.88595
654000 4.66055
655000 4.98934
656000 4.89958
657000 4.84122
658000 4.94562
659000 4.89374
660000 4.81982
661000 4.6273
662000 4.51919
663000 4.36929
664000 4.62221
665000 4.64556
666000 4.59106
667000 4.95035
668000 4.93566
669000 4.84185
670000 4.91795
671000 4.51188
672000 4.6867
673000 4.67595
674000 4.73556
675000 4.86122
676000 5.08381
677000 4.95129
678000 4.88429
679000 4.75076
680000 5.14718
681000 4.91647
682000 4.95938
683000 4.83782
684000 4.5586
685000 4.73552
686000 4.66903
687000 4.90686
688000 4.91345
689000 4.92729
690000 5.26495
691000 5.24953
692000 5.0749
693000 4.92949
694000 4.85756
695000 4.77778
696000 4.68772
697000 4.59703
698000 4.73123
699000 4.75015
700000 5.07276
701000 5.0199
702000 4.9837
703000 4.85834
704000 4.69221
705000 4.56198
706000 4.53226
707000 4.45744
708000 4.78954
709000 4.93969
710000 4.91967
711000 4.83576
712000 4.90338
713000 4.9726
714000 4.78463
715000 5.04276
716000 5.01109
717000 5.17985
718000 4.9162
719000 5.19544
720000 5.07396
721000 5.15175
722000 4.86339
723000 4.75042
724000 4.65763
725000 4.8203
726000 4.84986
727000 5.07817
728000 5.28756
729000 5.13493
730000 4.9783
731000 5.05043
732000 4.85781
733000 4.92054
734000 5.02913
735000 5.27341
736000 5.02801
737000 4.81916
738000 5.04913
739000 5.08391
740000 4.90642
741000 5.12523
742000 5.32356
743000 5.19947
744000 5.04719
745000 5.03899
746000 4.88757
747000 4.92312
748000 4.94124
749000 4.76756
750000 4.75326
751000 4.66405
752000 5.06898
753000 5.15019
754000 5.13356
755000 5.06638
756000 4.90535
757000 4.86409
758000 4.98474
759000 5.1078
760000 5.01693
761000 4.84982
762000 4.83095
763000 4.77394
764000 4.66673
765000 4.788
766000 4.80148
767000 4.80011
768000 4.90023
769000 4.60407
770000 4.75963
771000 4.941
772000 4.76554
773000 4.81103
774000 4.92223
775000 5.08042
776000 5.2285
777000 5.14392
778000 4.9055
779000 4.86125
780000 5.05228
781000 4.99473
782000 4.81841
783000 4.82615
784000 4.88139
785000 4.86556
786000 4.81785
787000 4.80446
788000 4.93167
789000 5.15938
790000 4.91273
791000 4.85145
792000 4.75471
793000 4.56241
794000 4.88054
795000 5.21571
796000 5.03879
797000 5.13788
798000 4.98767
799000 4.80699
800000 5.08507
801000 5.10555
802000 5.07636
803000 5.0718
804000 4.91827
805000 4.89817
806000 4.92897
807000 4.76077
808000 4.78452
809000 4.46796
810000 4.91936
811000 4.83936
812000 4.86513
813000 4.83688
814000 4.8937
815000 4.80549
816000 4.7414
817000 4.83074
818000 4.52406
819000 4.51886
820000 4.81124
821000 5.03334
822000 4.67112
823000 4.46172
824000 4.86319
825000 4.90931
826000 5.07529
827000 5.0279
828000 4.94957
829000 5.20548
830000 5.06604
831000 5.26237
832000 5.09166
833000 5.01341
834000 5.07195
835000 5.24927
836000 5.02033
837000 4.7894
838000 4.89447
839000 5.09968
840000 5.0827
841000 5.06239
842000 5.22242
843000 5.00609
844000 4.93901
845000 4.94868
846000 4.78271
847000 4.7115
848000 5.0085
849000 4.94695
850000 4.92065
851000 4.83907
852000 4.77863
853000 4.90682
854000 4.92356
855000 4.89846
856000 5.11607
857000 4.99864
858000 4.84483
859000 4.94174
860000 5.0095
861000 5.00384
862000 5.09437
863000 5.12478
864000 4.75244
865000 4.73107
866000 4.79849
867000 4.83123
868000 4.65196
869000 4.41559
870000 4.40603
871000 4.85758
872000 5.10195
873000 5.00314
874000 5.1438
875000 5.06983
876000 5.15449
877000 4.93992
878000 4.8277
879000 4.91382
880000 4.97709
881000 4.6177
882000 4.35854
883000 4.57837
884000 4.65149
885000 4.66356
886000 4.93649
887000 4.92721
888000 5.09205
889000 4.95243
890000 4.82352
891000 4.58631
892000 5.08359
893000 4.76681
894000 4.75766
895000 5.01034
896000 4.9617
897000 4.8848
898000 4.83758
899000 4.68581
900000 5.08947
901000 5.19841
902000 5.2649
903000 5.02815
904000 5.0563
905000 4.93761
906000 5.13281
907000 4.91997
908000 4.97564
909000 4.95101
910000 4.74552
911000 4.82021
912000 4.40874
913000 4.52303
914000 4.84206
915000 4.98308
916000 5.03246
917000 5.0535
918000 4.85218
919000 4.74107
920000 4.63753
921000 4.84696
922000 4.84695
923000 4.67028
924000 4.53799
925000 4.7282
926000 4.98621
927000 4.68785
928000 4.64684
929000 4.39655
930000 4.68991
931000 4.78973
932000 4.7947
933000 4.66412
934000 4.63501
935000 4.74347
936000 4.73222
937000 4.97814
938000 5.16421
939000 5.23335
940000 4.98441
941000 5.25918
942000 5.18821
943000 5.01602
944000 4.90915
945000 4.81673
946000 4.93046
947000 4.84937
948000 4.69069
949000 4.58098
950000 4.66604
951000 4.70869
952000 4.56016
953000 4.67462
954000 4.88214
955000 4.95317
956000 4.73587
957000 4.7667
958000 4.94339
959000 4.94239
960000 5.10944
961000 5.21722
962000 5.15529
963000 5.03604
964000 4.88314
965000 4.71566
966000 4.77943
967000 4.83328
968000 5.04909
969000 4.87739
970000 4.89674
971000 4.56299
972000 4.55277
973000 4.78546
974000 4.87283
975000 5.20714
976000 5.06575
977000 4.79544
978000 4.77226
979000 4.79929
980000 5.07819
981000 5.05378
982000 4.9524
983000 4.92559
984000 4.89088
985000 5.19326
986000 5.27661
987000 5.0867
988000 5.15069
989000 4.93697
990000 4.77533
991000 5.00864
992000 5.00657
993000 4.8163
994000 4.95798
995000 4.8733
996000 4.89137
997000 4.82023
998000 4.86398
999000 4.91214
1000000 5.02573
